Storeid,Cogs,Date,MarketSize,Market,Marketing,ProductLine,ProductType,Product,Profit,Sales,State,TargetCOGS,TargetProfit,TargetSales,OtherExpenses
636,39,01-10-2012,Small Market,Central,12,Leaves,Tea,Darjeeling,13,92,Missouri,20,30,60,40
959,24,01-10-2012,Small Market,East,6,Leaves,Tea,Green Tea,18,60,Connecticut,20,40,60,18
603,0,01-10-2012,Small Market,East,0,Leaves,Tea,Green Tea,32,43,New Hampshire,0,40,40,11
801,45,01-10-2012,Small Market,West,41,Leaves,Tea,Darjeeling,-6,109,Utah,10,20,50,70
206,60,01-10-2012,Small Market,West,54,Leaves,Tea,Green Tea,0,144,Washington,20,10,60,84
937,32,01-11-2012,Major Market,Central,8,Leaves,Herbal Tea,Chamomile,29,80,Ohio,30,30,70,19
407,54,01-11-2012,Major Market,East,20,Leaves,Herbal Tea,Lemon,13,121,Florida,40,10,80,54
715,22,01-11-2012,Small Market,Central,7,Beans,Espresso,Decaf Espresso,11,52,Wisconsin,20,30,60,19
505,35,01-11-2012,Small Market,South,11,Beans,Espresso,Decaf Espresso,8,82,New Mexico,20,20,60,39
775,29,01-11-2012,Small Market,West,8,Beans,Coffee,Decaf Irish Cream,5,64,Nevada,30,20,70,30
563,29,01-11-2012,Small Market,Central,8,Beans,Coffee,Colombian,5,64,Iowa,20,20,60,30
603,34,01-11-2012,Small Market,East,12,Beans,Espresso,Regular Espresso,-3,76,New Hampshire,30,0,70,45
918,32,01-11-2012,Small Market,South,8,Beans,Espresso,Caffe Mocha,29,80,Oklahoma,20,30,60,19
775,0,01-11-2012,Small Market,West,0,Beans,Espresso,Caffe Latte,31,43,Nevada,0,30,40,12
435,33,01-11-2012,Small Market,West,9,Beans,Espresso,Caffe Latte,27,81,Utah,30,30,70,21
573,82,01-11-2012,Small Market,Central,25,Leaves,Herbal Tea,Lemon,-9,122,Missouri,70,0,110,49
801,82,01-11-2012,Small Market,West,25,Leaves,Herbal Tea,Mint,-8,122,Utah,70,0,110,48
417,35,01-11-2012,Small Market,Central,11,Leaves,Tea,Darjeeling,9,82,Missouri,20,10,60,38
636,34,01-11-2012,Small Market,Central,12,Leaves,Tea,Earl Grey,-3,76,Missouri,20,0,60,45
314,33,01-11-2012,Small Market,Central,12,Leaves,Tea,Green Tea,-4,74,Missouri,20,0,60,45
603,0,01-11-2012,Small Market,East,0,Leaves,Tea,Green Tea,32,43,New Hampshire,0,30,40,11
435,44,01-11-2012,Small Market,West,40,Leaves,Tea,Darjeeling,-7,106,Utah,30,-10,70,69
937,29,01-12-2012,Major Market,Central,8,Leaves,Herbal Tea,Chamomile,25,73,Ohio,20,30,60,19
330,33,01-12-2012,Major Market,Central,9,Leaves,Herbal Tea,Lemon,29,82,Ohio,30,30,70,20
508,46,01-12-2012,Major Market,East,17,Leaves,Herbal Tea,Lemon,7,103,Massachusetts,30,10,70,50
813,30,01-12-2012,Major Market,East,8,Leaves,Tea,Darjeeling,26,75,Florida,30,30,70,19
857,29,01-12-2012,Major Market,East,8,Leaves,Tea,Green Tea,25,73,Massachusetts,30,30,70,19
262,24,01-12-2012,Small Market,Central,7,Beans,Espresso,Decaf Espresso,13,56,Wisconsin,30,30,70,19
702,0,01-12-2012,Small Market,West,0,Beans,Espresso,Caffe Latte,31,43,Nevada,0,30,40,12
435,31,01-12-2012,Small Market,West,8,Beans,Espresso,Caffe Latte,26,77,Utah,30,30,70,20
715,34,01-12-2012,Small Market,Central,9,Leaves,Herbal Tea,Lemon,30,85,Wisconsin,30,30,70,21
603,39,01-12-2012,Small Market,East,14,Leaves,Herbal Tea,Lemon,2,88,New Hampshire,20,10,60,47
505,31,01-12-2012,Small Market,South,9,Leaves,Herbal Tea,Lemon,7,69,New Mexico,20,20,60,31
573,38,01-12-2012,Small Market,Central,12,Leaves,Tea,Darjeeling,11,89,Missouri,30,10,70,40
636,39,01-12-2012,Small Market,Central,14,Leaves,Tea,Green Tea,2,88,Missouri,30,0,70,47
603,0,01-12-2012,Small Market,East,0,Leaves,Tea,Green Tea,32,43,New Hampshire,0,30,40,11
509,41,01-12-2012,Small Market,West,12,Leaves,Tea,Darjeeling,30,107,Washington,30,20,70,36
801,38,01-12-2012,Small Market,West,12,Leaves,Tea,Earl Grey,12,89,Utah,20,10,60,39
509,43,01-12-2012,Small Market,West,13,Leaves,Tea,Earl Grey,28,106,Washington,30,20,70,35
312,39,01-10-2013,Major Market,Central,12,Leaves,Herbal Tea,Lemon,40,96,Illinois,20,40,60,24
530,39,01-10-2013,Major Market,West,12,Leaves,Herbal Tea,Mint,39,96,California,20,40,60,25
505,86,01-10-2013,Small Market,South,26,Beans,Coffee,Decaf Irish Cream,-39,116,New Mexico,110,10,150,49
318,46,01-10-2013,Small Market,South,14,Beans,Espresso,Decaf Espresso,45,120,Louisiana,20,40,60,37
515,31,01-10-2013,Small Market,Central,9,Beans,Coffee,Colombian,10,72,Iowa,20,30,60,30
505,45,01-10-2013,Small Market,South,41,Beans,Espresso,Caffe Mocha,-9,116,New Mexico,20,10,60,70
435,32,01-10-2013,Small Market,West,8,Beans,Espresso,Caffe Latte,42,84,Utah,20,40,60,19
505,31,01-10-2013,Small Market,South,9,Leaves,Herbal Tea,Lemon,9,72,New Mexico,10,30,50,31
314,39,01-10-2013,Small Market,Central,12,Leaves,Tea,Darjeeling,19,98,Missouri,20,30,60,40
203,24,01-10-2013,Small Market,East,6,Leaves,Tea,Green Tea,27,64,Connecticut,20,40,60,18
603,0,01-10-2013,Small Market,East,0,Leaves,Tea,Green Tea,47,46,New Hampshire,0,40,40,11
435,45,01-10-2013,Small Market,West,41,Leaves,Tea,Darjeeling,-9,116,Utah,10,20,50,70
206,60,01-10-2013,Small Market,West,54,Leaves,Tea,Green Tea,0,153,Washington,20,10,60,84
440,32,01-11-2013,Major Market,Central,8,Leaves,Herbal Tea,Chamomile,43,85,Ohio,30,30,70,19
561,54,01-11-2013,Major Market,East,20,Leaves,Herbal Tea,Lemon,19,129,Florida,40,10,80,54
920,22,01-11-2013,Small Market,Central,7,Beans,Espresso,Decaf Espresso,16,55,Wisconsin,20,30,60,19
505,35,01-11-2013,Small Market,South,11,Beans,Espresso,Decaf Espresso,12,87,New Mexico,20,20,60,39
702,29,01-11-2013,Small Market,West,8,Beans,Coffee,Decaf Irish Cream,7,68,Nevada,30,20,70,30
515,29,01-11-2013,Small Market,Central,8,Beans,Coffee,Colombian,7,68,Iowa,20,20,60,30
603,34,01-11-2013,Small Market,East,12,Beans,Espresso,Regular Espresso,-4,81,New Hampshire,30,0,70,45
580,32,01-11-2013,Small Market,South,8,Beans,Espresso,Caffe Mocha,43,85,Oklahoma,20,30,60,19
775,0,01-11-2013,Small Market,West,0,Beans,Espresso,Caffe Latte,46,46,Nevada,0,30,40,12
435,33,01-11-2013,Small Market,West,9,Beans,Espresso,Caffe Latte,40,86,Utah,30,30,70,21
314,82,01-11-2013,Small Market,Central,25,Leaves,Herbal Tea,Lemon,-13,130,Missouri,70,0,110,49
435,82,01-11-2013,Small Market,West,25,Leaves,Herbal Tea,Mint,-12,130,Utah,70,0,110,48
636,35,01-11-2013,Small Market,Central,11,Leaves,Tea,Darjeeling,13,87,Missouri,20,10,60,38
573,34,01-11-2013,Small Market,Central,12,Leaves,Tea,Earl Grey,-4,81,Missouri,20,0,60,45
314,33,01-11-2013,Small Market,Central,12,Leaves,Tea,Green Tea,-6,79,Missouri,20,0,60,45
603,0,01-11-2013,Small Market,East,0,Leaves,Tea,Green Tea,47,46,New Hampshire,0,30,40,11
435,44,01-11-2013,Small Market,West,40,Leaves,Tea,Darjeeling,-10,113,Utah,30,-10,70,69
614,29,01-12-2013,Major Market,Central,8,Leaves,Herbal Tea,Chamomile,37,78,Ohio,20,30,60,19
440,33,01-12-2013,Major Market,Central,9,Leaves,Herbal Tea,Lemon,43,87,Ohio,30,30,70,20
774,46,01-12-2013,Major Market,East,17,Leaves,Herbal Tea,Lemon,10,110,Massachusetts,30,10,70,50
321,30,01-12-2013,Major Market,East,8,Leaves,Tea,Darjeeling,39,80,Florida,30,30,70,19
774,29,01-12-2013,Major Market,East,8,Leaves,Tea,Green Tea,37,78,Massachusetts,30,30,70,19
608,24,01-12-2013,Small Market,Central,7,Beans,Espresso,Decaf Espresso,19,60,Wisconsin,30,30,70,19
775,0,01-12-2013,Small Market,West,0,Beans,Espresso,Caffe Latte,46,46,Nevada,0,30,40,12
435,31,01-12-2013,Small Market,West,8,Beans,Espresso,Caffe Latte,39,82,Utah,30,30,70,20
715,34,01-12-2013,Small Market,Central,9,Leaves,Herbal Tea,Lemon,45,91,Wisconsin,30,30,70,21
603,39,01-12-2013,Small Market,East,14,Leaves,Herbal Tea,Lemon,3,94,New Hampshire,20,10,60,47
505,31,01-12-2013,Small Market,South,9,Leaves,Herbal Tea,Lemon,10,74,New Mexico,20,20,60,31
314,38,01-12-2013,Small Market,Central,12,Leaves,Tea,Darjeeling,16,95,Missouri,30,10,70,40
660,39,01-12-2013,Small Market,Central,14,Leaves,Tea,Green Tea,3,94,Missouri,30,0,70,47
603,0,01-12-2013,Small Market,East,0,Leaves,Tea,Green Tea,47,46,New Hampshire,0,30,40,11
253,41,01-12-2013,Small Market,West,12,Leaves,Tea,Darjeeling,45,114,Washington,30,20,70,36
435,38,01-12-2013,Small Market,West,12,Leaves,Tea,Earl Grey,18,95,Utah,20,10,60,39
253,43,01-12-2013,Small Market,West,13,Leaves,Tea,Earl Grey,42,113,Washington,30,20,70,35
216,51,01-10-2012,Major Market,Central,46,Beans,Coffee,Decaf Irish Cream,-5,122,Ohio,40,30,110,76
440,52,01-10-2012,Major Market,Central,17,Beans,Coffee,Amaretto,26,123,Ohio,40,60,110,45
937,43,01-10-2012,Major Market,Central,13,Beans,Coffee,Colombian,28,107,Ohio,30,60,100,36
774,51,01-10-2012,Major Market,East,46,Beans,Espresso,Caffe Mocha,-11,116,Massachusetts,30,30,100,76
832,72,01-10-2012,Major Market,South,23,Beans,Espresso,Caffe Latte,55,182,Texas,40,50,110,55
863,48,01-10-2012,Major Market,East,13,Leaves,Tea,Green Tea,46,118,Florida,50,60,120,24
985,60,01-10-2012,Small Market,South,18,Beans,Espresso,Caffe Mocha,58,159,Louisiana,30,70,100,41
971,52,01-10-2012,Small Market,West,17,Beans,Espresso,Caffe Mocha,27,123,Oregon,30,60,100,44
253,56,01-10-2012,Small Market,West,21,Beans,Espresso,Caffe Mocha,16,126,Washington,40,50,110,54
405,56,01-10-2012,Small Market,South,21,Leaves,Herbal Tea,Chamomile,16,126,Oklahoma,40,50,110,54
435,45,01-10-2012,Small Market,West,14,Leaves,Herbal Tea,Lemon,23,114,Utah,20,60,90,46
567,52,01-11-2012,Major Market,Central,47,Beans,Coffee,Decaf Irish Cream,-3,125,Ohio,50,10,120,76
614,46,01-11-2012,Major Market,Central,14,Beans,Coffee,Colombian,32,114,Ohio,40,40,110,36
303,52,01-11-2012,Major Market,Central,47,Leaves,Herbal Tea,Lemon,-4,125,Colorado,40,10,110,77
720,59,01-11-2012,Major Market,Central,19,Leaves,Herbal Tea,Mint,32,138,Colorado,50,40,120,47
713,59,01-11-2012,Major Market,South,19,Leaves,Herbal Tea,Chamomile,32,138,Texas,50,40,120,47
718,50,01-11-2012,Major Market,East,14,Leaves,Tea,Green Tea,47,123,New York,50,50,120,26
860,53,01-11-2012,Small Market,East,17,Beans,Espresso,Decaf Espresso,26,124,Connecticut,50,40,120,45
435,54,01-11-2012,Small Market,West,15,Beans,Espresso,Decaf Espresso,52,132,Utah,50,50,120,26
505,43,01-11-2012,Small Market,South,14,Beans,Coffee,Colombian,20,109,New Mexico,50,30,120,46
504,61,01-11-2012,Small Market,South,55,Beans,Espresso,Caffe Latte,1,147,Louisiana,40,10,110,85
541,55,01-11-2012,Small Market,West,20,Beans,Espresso,Caffe Latte,16,124,Oregon,50,30,120,53
860,82,01-11-2012,Small Market,East,31,Leaves,Herbal Tea,Lemon,38,184,Connecticut,60,30,130,64
715,61,01-11-2012,Small Market,Central,55,Leaves,Tea,Earl Grey,2,147,Wisconsin,50,0,120,84
425,53,01-11-2012,Small Market,West,16,Leaves,Tea,Darjeeling,49,141,Washington,30,50,100,39
419,47,01-12-2012,Major Market,Central,42,Beans,Coffee,Decaf Irish Cream,-6,112,Ohio,40,10,110,71
513,54,01-12-2012,Major Market,Central,17,Beans,Coffee,Amaretto,29,127,Ohio,50,40,120,44
512,67,01-12-2012,Major Market,South,22,Beans,Espresso,Caffe Latte,47,168,Texas,50,30,120,54
309,54,01-12-2012,Major Market,Central,15,Leaves,Tea,Darjeeling,53,133,Illinois,40,50,110,26
816,63,01-12-2012,Small Market,Central,19,Beans,Coffee,Decaf Irish Cream,36,139,Missouri,60,40,130,40
959,49,01-12-2012,Small Market,East,16,Beans,Espresso,Decaf Espresso,21,114,Connecticut,40,40,110,44
435,50,01-12-2012,Small Market,West,14,Beans,Espresso,Decaf Espresso,47,123,Utah,40,50,110,26
603,52,01-12-2012,Small Market,East,16,Beans,Coffee,Amaretto,37,127,New Hampshire,40,50,110,38
475,55,01-12-2012,Small Market,East,49,Beans,Espresso,Caffe Mocha,-2,131,Connecticut,50,10,120,78
603,49,01-12-2012,Small Market,East,44,Beans,Espresso,Caffe Mocha,-4,118,New Hampshire,40,10,110,73
503,41,01-12-2012,Small Market,West,13,Beans,Coffee,Colombian,1,98,Oregon,40,20,110,56
503,54,01-12-2012,Small Market,West,17,Beans,Espresso,Caffe Mocha,28,127,Oregon,50,40,120,45
405,65,01-12-2012,Small Market,South,24,Leaves,Herbal Tea,Chamomile,22,145,Oklahoma,60,20,130,58
435,52,01-12-2012,Small Market,West,16,Leaves,Herbal Tea,Chamomile,36,127,Utah,40,40,110,39
801,48,01-12-2012,Small Market,West,15,Leaves,Herbal Tea,Lemon,28,122,Utah,40,40,110,46
425,49,01-12-2012,Small Market,West,13,Leaves,Herbal Tea,Lemon,46,120,Washington,40,50,110,25
860,50,01-12-2012,Small Market,East,14,Leaves,Tea,Darjeeling,47,123,Connecticut,50,50,120,26
234,51,01-10-2013,Major Market,Central,46,Beans,Coffee,Decaf Irish Cream,-7,130,Ohio,40,30,110,76
614,52,01-10-2013,Major Market,Central,17,Beans,Coffee,Amaretto,39,131,Ohio,40,60,110,45
937,43,01-10-2013,Major Market,Central,13,Beans,Coffee,Colombian,42,114,Ohio,30,60,100,36
774,51,01-10-2013,Major Market,East,46,Beans,Espresso,Caffe Mocha,-16,124,Massachusetts,30,30,100,76
682,72,01-10-2013,Major Market,South,23,Beans,Espresso,Caffe Latte,82,194,Texas,40,50,110,55
772,48,01-10-2013,Major Market,East,13,Leaves,Tea,Green Tea,68,126,Florida,50,60,120,24
225,60,01-10-2013,Small Market,South,18,Beans,Espresso,Caffe Mocha,86,169,Louisiana,30,70,100,41
541,52,01-10-2013,Small Market,West,17,Beans,Espresso,Caffe Mocha,40,131,Oregon,30,60,100,44
425,56,01-10-2013,Small Market,West,21,Beans,Espresso,Caffe Mocha,24,134,Washington,40,50,110,54
580,56,01-10-2013,Small Market,South,21,Leaves,Herbal Tea,Chamomile,24,134,Oklahoma,40,50,110,54
435,45,01-10-2013,Small Market,West,14,Leaves,Herbal Tea,Lemon,34,121,Utah,20,60,90,46
614,52,01-11-2013,Major Market,Central,47,Beans,Coffee,Decaf Irish Cream,-4,133,Ohio,50,10,120,76
234,46,01-11-2013,Major Market,Central,14,Beans,Coffee,Colombian,47,121,Ohio,40,40,110,36
970,52,01-11-2013,Major Market,Central,47,Leaves,Herbal Tea,Lemon,-6,133,Colorado,40,10,110,77
970,59,01-11-2013,Major Market,Central,19,Leaves,Herbal Tea,Mint,47,147,Colorado,50,40,120,47
936,59,01-11-2013,Major Market,South,19,Leaves,Herbal Tea,Chamomile,47,147,Texas,50,40,120,47
914,50,01-11-2013,Major Market,East,14,Leaves,Tea,Green Tea,70,131,New York,50,50,120,26
203,53,01-11-2013,Small Market,East,17,Beans,Espresso,Decaf Espresso,39,132,Connecticut,50,40,120,45
435,54,01-11-2013,Small Market,West,15,Beans,Espresso,Decaf Espresso,77,141,Utah,50,50,120,26
505,43,01-11-2013,Small Market,South,14,Beans,Coffee,Colombian,30,116,New Mexico,50,30,120,46
318,61,01-11-2013,Small Market,South,55,Beans,Espresso,Caffe Latte,1,157,Louisiana,40,10,110,85
503,55,01-11-2013,Small Market,West,20,Beans,Espresso,Caffe Latte,24,132,Oregon,50,30,120,53
475,82,01-11-2013,Small Market,East,31,Leaves,Herbal Tea,Lemon,56,196,Connecticut,60,30,130,64
715,61,01-11-2013,Small Market,Central,55,Leaves,Tea,Earl Grey,3,157,Wisconsin,50,0,120,84
509,53,01-11-2013,Small Market,West,16,Leaves,Tea,Darjeeling,73,150,Washington,30,50,100,39
513,47,01-12-2013,Major Market,Central,42,Beans,Coffee,Decaf Irish Cream,-9,119,Ohio,40,10,110,71
234,54,01-12-2013,Major Market,Central,17,Beans,Coffee,Amaretto,43,135,Ohio,50,40,120,44
361,67,01-12-2013,Major Market,South,22,Beans,Espresso,Caffe Latte,70,179,Texas,50,30,120,54
630,54,01-12-2013,Major Market,Central,15,Leaves,Tea,Darjeeling,79,142,Illinois,40,50,110,26
636,63,01-12-2013,Small Market,Central,19,Beans,Coffee,Decaf Irish Cream,53,148,Missouri,60,40,130,40
203,49,01-12-2013,Small Market,East,16,Beans,Espresso,Decaf Espresso,31,121,Connecticut,40,40,110,44
435,50,01-12-2013,Small Market,West,14,Beans,Espresso,Decaf Espresso,70,131,Utah,40,50,110,26
603,52,01-12-2013,Small Market,East,16,Beans,Coffee,Amaretto,55,135,New Hampshire,40,50,110,38
203,55,01-12-2013,Small Market,East,49,Beans,Espresso,Caffe Mocha,-3,140,Connecticut,50,10,120,78
603,49,01-12-2013,Small Market,East,44,Beans,Espresso,Caffe Mocha,-6,126,New Hampshire,40,10,110,73
541,41,01-12-2013,Small Market,West,13,Beans,Coffee,Colombian,1,104,Oregon,40,20,110,56
503,54,01-12-2013,Small Market,West,17,Beans,Espresso,Caffe Mocha,42,135,Oregon,50,40,120,45
405,65,01-12-2013,Small Market,South,24,Leaves,Herbal Tea,Chamomile,33,155,Oklahoma,60,20,130,58
435,52,01-12-2013,Small Market,West,16,Leaves,Herbal Tea,Chamomile,53,135,Utah,40,40,110,39
435,48,01-12-2013,Small Market,West,15,Leaves,Herbal Tea,Lemon,42,130,Utah,40,40,110,46
425,49,01-12-2013,Small Market,West,13,Leaves,Herbal Tea,Lemon,68,128,Washington,40,50,110,25
959,50,01-12-2013,Small Market,East,14,Leaves,Tea,Darjeeling,70,131,Connecticut,50,50,120,26
937,21,01-10-2012,Major Market,Central,5,Leaves,Herbal Tea,Chamomile,16,53,Ohio,0,30,30,16
513,27,01-10-2012,Major Market,Central,7,Leaves,Herbal Tea,Lemon,20,66,Ohio,10,30,40,19
850,56,01-10-2012,Major Market,East,21,Leaves,Herbal Tea,Lemon,16,126,Florida,30,20,60,54
781,54,01-10-2012,Major Market,East,20,Leaves,Herbal Tea,Lemon,13,120,Massachusetts,30,20,60,53
413,21,01-10-2012,Major Market,East,5,Leaves,Tea,Green Tea,15,53,Massachusetts,20,30,50,17
505,39,01-10-2012,Small Market,South,12,Beans,Espresso,Decaf Espresso,14,92,New Mexico,20,20,50,39
702,23,01-10-2012,Small Market,West,6,Beans,Espresso,Decaf Espresso,17,58,Nevada,10,30,40,18
563,21,01-10-2012,Small Market,Central,5,Beans,Coffee,Amaretto,15,52,Iowa,10,30,40,16
603,25,01-10-2012,Small Market,East,9,Beans,Espresso,Regular Espresso,-12,56,New Hampshire,10,10,40,43
405,21,01-10-2012,Small Market,South,5,Beans,Espresso,Caffe Mocha,15,53,Oklahoma,0,30,30,17
702,0,01-10-2012,Small Market,West,0,Beans,Espresso,Caffe Latte,32,43,Nevada,0,30,30,11
603,34,01-10-2012,Small Market,East,12,Leaves,Herbal Tea,Lemon,-3,77,New Hampshire,10,20,40,46
505,21,01-10-2012,Small Market,South,5,Leaves,Herbal Tea,Chamomile,14,52,New Mexico,10,30,40,17
971,25,01-10-2012,Small Market,West,7,Leaves,Herbal Tea,Chamomile,17,61,Oregon,10,30,40,19
314,34,01-10-2012,Small Market,Central,12,Leaves,Tea,Green Tea,-3,77,Missouri,10,10,40,46
603,21,01-10-2012,Small Market,East,5,Leaves,Tea,Darjeeling,14,52,New Hampshire,20,30,50,17
435,39,01-10-2012,Small Market,West,12,Leaves,Tea,Earl Grey,14,92,Utah,10,20,40,39
360,46,01-10-2012,Small Market,West,14,Leaves,Tea,Earl Grey,31,113,Washington,20,30,50,36
775,22,01-11-2012,Small Market,West,6,Beans,Espresso,Decaf Espresso,17,56,Nevada,20,20,50,17
505,34,01-11-2012,Small Market,South,12,Beans,Espresso,Caffe Latte,-4,76,New Mexico,20,-10,50,46
253,22,01-11-2012,Small Market,West,7,Beans,Espresso,Caffe Latte,11,52,Washington,20,20,50,19
603,33,01-11-2012,Small Market,East,12,Leaves,Herbal Tea,Lemon,-4,74,New Hampshire,20,0,50,45
505,29,01-11-2012,Small Market,South,8,Leaves,Herbal Tea,Lemon,5,64,New Mexico,20,10,50,30
503,25,01-11-2012,Small Market,West,7,Leaves,Herbal Tea,Chamomile,19,63,Oregon,20,20,50,19
603,15,01-11-2012,Small Market,East,4,Leaves,Tea,Darjeeling,8,39,New Hampshire,10,20,40,16
541,32,01-11-2012,Small Market,West,8,Leaves,Tea,Darjeeling,28,80,Oregon,20,30,50,20
435,35,01-11-2012,Small Market,West,11,Leaves,Tea,Earl Grey,9,82,Utah,20,10,50,38
801,34,01-11-2012,Small Market,West,12,Leaves,Tea,Green Tea,-3,76,Utah,20,0,50,45
772,24,01-12-2012,Major Market,East,7,Leaves,Herbal Tea,Chamomile,12,56,Florida,10,20,40,20
505,38,01-12-2012,Small Market,South,12,Beans,Espresso,Decaf Espresso,12,89,New Mexico,30,0,60,39
702,23,01-12-2012,Small Market,West,6,Beans,Espresso,Decaf Espresso,17,58,Nevada,20,20,50,18
641,16,01-12-2012,Small Market,Central,4,Beans,Coffee,Amaretto,10,41,Iowa,10,20,40,15
563,31,01-12-2012,Small Market,Central,9,Beans,Coffee,Colombian,8,69,Iowa,30,10,60,30
603,20,01-12-2012,Small Market,East,7,Beans,Espresso,Regular Espresso,-16,45,New Hampshire,10,0,40,41
580,29,01-12-2012,Small Market,South,8,Beans,Espresso,Caffe Mocha,24,73,Oklahoma,20,20,50,20
253,24,01-12-2012,Small Market,West,7,Beans,Espresso,Caffe Latte,13,56,Washington,20,20,50,19
541,24,01-12-2012,Small Market,West,6,Leaves,Herbal Tea,Chamomile,19,60,Oregon,20,20,50,17
603,16,01-12-2012,Small Market,East,4,Leaves,Tea,Darjeeling,10,41,New Hampshire,10,20,40,15
971,29,01-12-2012,Small Market,West,8,Leaves,Tea,Darjeeling,25,73,Oregon,20,30,50,19
937,21,01-10-2013,Major Market,Central,5,Leaves,Herbal Tea,Chamomile,24,56,Ohio,0,30,30,16
937,27,01-10-2013,Major Market,Central,7,Leaves,Herbal Tea,Lemon,30,70,Ohio,10,30,40,19
786,56,01-10-2013,Major Market,East,21,Leaves,Herbal Tea,Lemon,24,134,Florida,30,20,60,54
339,54,01-10-2013,Major Market,East,20,Leaves,Herbal Tea,Lemon,19,128,Massachusetts,30,20,60,53
781,21,01-10-2013,Major Market,East,5,Leaves,Tea,Green Tea,22,56,Massachusetts,20,30,50,17
505,39,01-10-2013,Small Market,South,12,Beans,Espresso,Decaf Espresso,21,98,New Mexico,20,20,50,39
775,23,01-10-2013,Small Market,West,6,Beans,Espresso,Decaf Espresso,25,62,Nevada,10,30,40,18
515,21,01-10-2013,Small Market,Central,5,Beans,Coffee,Amaretto,22,55,Iowa,10,30,40,16
603,25,01-10-2013,Small Market,East,9,Beans,Espresso,Regular Espresso,-18,60,New Hampshire,10,10,40,43
580,21,01-10-2013,Small Market,South,5,Beans,Espresso,Caffe Mocha,22,56,Oklahoma,0,30,30,17
702,0,01-10-2013,Small Market,West,0,Beans,Espresso,Caffe Latte,47,46,Nevada,0,30,30,11
603,34,01-10-2013,Small Market,East,12,Leaves,Herbal Tea,Lemon,-4,82,New Hampshire,10,20,40,46
505,21,01-10-2013,Small Market,South,5,Leaves,Herbal Tea,Chamomile,21,55,New Mexico,10,30,40,17
971,25,01-10-2013,Small Market,West,7,Leaves,Herbal Tea,Chamomile,25,65,Oregon,10,30,40,19
314,34,01-10-2013,Small Market,Central,12,Leaves,Tea,Green Tea,-4,82,Missouri,10,10,40,46
603,21,01-10-2013,Small Market,East,5,Leaves,Tea,Darjeeling,21,55,New Hampshire,20,30,50,17
435,39,01-10-2013,Small Market,West,12,Leaves,Tea,Earl Grey,21,98,Utah,10,20,40,39
509,46,01-10-2013,Small Market,West,14,Leaves,Tea,Earl Grey,46,120,Washington,20,30,50,36
775,22,01-11-2013,Small Market,West,6,Beans,Espresso,Decaf Espresso,25,60,Nevada,20,20,50,17
505,34,01-11-2013,Small Market,South,12,Beans,Espresso,Caffe Latte,-6,81,New Mexico,20,-10,50,46
425,22,01-11-2013,Small Market,West,7,Beans,Espresso,Caffe Latte,16,55,Washington,20,20,50,19
603,33,01-11-2013,Small Market,East,12,Leaves,Herbal Tea,Lemon,-6,79,New Hampshire,20,0,50,45
505,29,01-11-2013,Small Market,South,8,Leaves,Herbal Tea,Lemon,7,68,New Mexico,20,10,50,30
541,25,01-11-2013,Small Market,West,7,Leaves,Herbal Tea,Chamomile,28,67,Oregon,20,20,50,19
603,15,01-11-2013,Small Market,East,4,Leaves,Tea,Darjeeling,12,42,New Hampshire,10,20,40,16
503,32,01-11-2013,Small Market,West,8,Leaves,Tea,Darjeeling,42,85,Oregon,20,30,50,20
435,35,01-11-2013,Small Market,West,11,Leaves,Tea,Earl Grey,13,87,Utah,20,10,50,38
435,34,01-11-2013,Small Market,West,12,Leaves,Tea,Green Tea,-4,81,Utah,20,0,50,45
904,24,01-12-2013,Major Market,East,7,Leaves,Herbal Tea,Chamomile,18,60,Florida,10,20,40,20
505,38,01-12-2013,Small Market,South,12,Beans,Espresso,Decaf Espresso,18,95,New Mexico,30,0,60,39
775,23,01-12-2013,Small Market,West,6,Beans,Espresso,Decaf Espresso,25,62,Nevada,20,20,50,18
563,16,01-12-2013,Small Market,Central,4,Beans,Coffee,Amaretto,15,44,Iowa,10,20,40,15
641,31,01-12-2013,Small Market,Central,9,Beans,Coffee,Colombian,12,74,Iowa,30,10,60,30
603,20,01-12-2013,Small Market,East,7,Beans,Espresso,Regular Espresso,-24,48,New Hampshire,10,0,40,41
580,29,01-12-2013,Small Market,South,8,Beans,Espresso,Caffe Mocha,36,78,Oklahoma,20,20,50,20
206,24,01-12-2013,Small Market,West,7,Beans,Espresso,Caffe Latte,19,60,Washington,20,20,50,19
503,24,01-12-2013,Small Market,West,6,Leaves,Herbal Tea,Chamomile,28,64,Oregon,20,20,50,17
603,16,01-12-2013,Small Market,East,4,Leaves,Tea,Darjeeling,15,44,New Hampshire,10,20,40,15
541,29,01-12-2013,Small Market,West,8,Leaves,Tea,Darjeeling,37,78,Oregon,20,30,50,19
915,76,01-10-2012,Major Market,South,21,Beans,Espresso,Decaf Espresso,78,187,Texas,40,80,120,33
713,52,01-10-2012,Major Market,South,17,Leaves,Herbal Tea,Chamomile,26,123,Texas,30,70,110,45
217,76,01-10-2012,Major Market,Central,21,Leaves,Tea,Darjeeling,78,187,Illinois,50,80,130,33
847,72,01-10-2012,Major Market,Central,23,Leaves,Tea,Earl Grey,55,182,Illinois,50,50,130,55
660,65,01-10-2012,Small Market,Central,20,Beans,Coffee,Decaf Irish Cream,35,142,Missouri,50,70,130,42
